代码,上市公司,行业,市值(元),PE-TTM,PB,股息率,财报日期,复合排名,资本收益率(ROC),资本回报率排名,公司收益率,公司收益率排名,关注度
="000815",美利云,IT服务,=9344335190.4,=-17.165240616931815,=7.030630577171275,=0,2025-05-19,=3498,=0,=3279,=-0.0533522057364319,=3857,=151
="002603",以岭药业,中药,=24659611349.76,=-35.103139053390784,=2.3375399323268335,=0,2025-05-19,=3499,=0,=3413,=-0.03270248976794272,=3724,=1031
="002490",山东墨龙,冶金矿采化工设备,=3382877216,=-13.256337781238388,=6.796798674007556,=0,2025-05-19,=3500,=0,=3392,=-0.0355656678649448,=3747,=87
="002995",天地在线,营销服务,=3220798811.9999995,=-42.689064985470424,=3.519512020439988,=0,2025-05-19,=3501,=0,=3468,=-0.027949657547541088,=3672,=98
="301357",北方长龙,地面兵装,=3478608000,=-178.59436505423662,=3.1023854930640398,=0,2025-05-19,=3502,=0,=3725,=-0.00977653013618589,=3416,=17
="300762",上海瀚讯,地面兵装,=13394509916.759998,=-133.1215652349401,=5.657649249748514,=0,2025-05-19,=3503,=0,=3660,=-0.013647969313079392,=3481,=220
="300056",中创环保,环保工程及服务,=5111603274.18,=-37.02816921587223,=27.929481863639,=0,2025-05-19,=3504,=0,=3485,=-0.02612515858899042,=3656,=99
="300448",浩云科技,IT服务,=4316178964.0199995,=-97.37848987115053,=3.4072629831443435,=0.005105644276036995,2025-05-19,=3505,=0,=3592,=-0.017555922593662746,=3550,=164
="300128",锦富技术,其它专用机械,=7145134766,=-27.65055468598018,=9.701702598361596,=0,2025-05-19,=3506,=0,=3511,=-0.024174696533406575,=3632,=169
="002747",埃斯顿,其它通用机械,=17938611792.57,=-22.302164627969855,=9.794091620394829,=0,2025-05-19,=3507,=0,=3439,=-0.03078689065689341,=3704,=628
="002599",盛通股份,包装印刷,=4983428866.59,=-25.67039377802587,=4.050160615107595,=0.0021378043161053312,2025-05-19,=3508,=0,=3412,=-0.03349351360541224,=3731,=117
="002269",美邦服饰,休闲服装,=4698375000,=-18.2749405217223,=16.328661732477308,=0,2025-05-19,=3509,=0,=3348,=-0.04229185138865072,=3795,=166
="300456",赛微电子,集成电路,=12052228185.640001,=-77.41061156481722,=2.3891271724951686,=0,2025-05-19,=3510,=0,=3596,=-0.01747363603389874,=3549,=434
="002369",卓翼科技,电子系统组装,=5181980399.200001,=-25.408793580327817,=11.941483722843486,=0,2025-05-19,=3511,=0,=3369,=-0.040559128887612386,=3782,=197
="000759",中百集团,超市,=5701459115.94,=-9.4613807736922,=3.3728928051254337,=0,2025-05-19,=3512,=0,=3270,=-0.060050515071697806,=3881,=181
="002581",未名医药,生物制品,=5211911129.400001,=-35.585928683763576,=2.755609623279483,=0,2025-05-19,=3513,=0,=3405,=-0.03598577496196992,=3750,=239
="300042",朗科科技,计算机设备,=4929840000,=-45.76107401254817,=4.838454152018442,=0,2025-05-19,=3514,=0,=3480,=-0.028283947926143242,=3676,=154
="603598",引力传媒,营销服务,=4424268592,=-237.77951663498348,=23.01212530144626,=0,2025-05-19,=3515,=0,=3914,=-0.0012164298828701652,=3243,=131
="600640",国脉文化,营销服务,=9492652564.199999,=604.3912618238805,=2.390520622843201,=0.0007544006705783739,2025-05-19,=3516,=0,=3814,=-0.005370501567684743,=3343,=177
="600288",大恒科技,软件开发,=3961776000,=-212.93329565315258,=2.169189105632937,=0,2025-05-19,=3517,=0,=3766,=-0.008140637544939709,=3392,=118
="600326",西藏天路,水泥制造,=9382503621.23,=-60.60764214258155,=2.5385618121605393,=0,2025-05-19,=3518,=0,=3771,=-0.00807132795333352,=3388,=301
="300989",蕾奥规划,其他基础建设,=3455415360.15,=-76.80317592523421,=3.5065072216765523,=0,2025-05-19,=3519,=0,=3689,=-0.012882312119171145,=3471,=47
="002005",ST德豪,LED,=3084267750.08,=-16.889025093488847,=15.822108405224526,=0,2025-05-19,=3520,=0,=3297,=-0.055859237755718404,=3864,=82
="603392",万泰生物,生物制品,=86559700197.08,=-1198.0635731755294,=7.089231978366572,=0,2025-05-19,=3521,=0,=3905,=-0.0018453802678836465,=3259,=698
="300901",中胤时尚,鞋帽,=3319200000,=-99.17311813316465,=3.3849331231924045,=0,2025-05-19,=3522,=0,=3680,=-0.013937315434171258,=3487,=52
="300429",强力新材,其他化学制品,=6044108348.04,=-30.22407100497125,=3.4710154154461,=0,2025-05-19,=3523,=0,=3587,=-0.020445998003210186,=3582,=291
="300449",汉邦高科,计算机设备,=3309081838.8599997,=-45.68482424202964,=9.298757513720982,=0,2025-05-19,=3524,=0,=3593,=-0.020100465859492274,=3577,=89
="300363",博腾股份,化学原料药,=8231059606.8,=-41.74670290950096,=1.5787792325547734,=0,2025-05-19,=3525,=0,=3567,=-0.021799625789659858,=3603,=629
="002197",ST证通,计算机设备,=3323703440.48,=-8.557408118887196,=1.5511735659561539,=0,2025-05-19,=3526,=0,=3336,=-0.048810786164848935,=3835,=263
="300469",信息发展,软件开发,=7407446508.16,=-65.06981743741393,=16.846539216804548,=0,2025-05-19,=3527,=0,=3600,=-0.019898886289865386,=3573,=114
="603496",恒为科技,计算机设备,=8373471704.45,=-390.72214358680174,=6.190347361402779,=0.0015296367280005396,2025-05-19,=3528,=0,=3911,=-0.0019565453816841995,=3264,=245
="002694",顾地科技,管材,=3548344320.0000005,=-27.06319357147696,=8.678534686303653,=0,2025-05-19,=3529,=0,=3432,=-0.035272597449754646,=3745,=84
="002640",跨境通,多业态零售,=8117395329.3,=-17.446059059601254,=9.493127844385505,=0,2025-05-19,=3530,=0,=3419,=-0.03694605124502719,=3758,=290
="603186",华正新材,印制电路板,=3763318715.5,=-48.224767220515105,=2.644339358560087,=0,2025-05-19,=3531,=0,=3893,=-0.0028017461480551935,=3285,=370
="600818",中路股份,其他交运设备,=3619503466.6,=-208.03242133470874,=6.17610299266653,=0.0008880994671403197,2025-05-19,=3532,=0,=3839,=-0.005327873554755895,=3341,=106
="002669",康达新材,其他化学制品,=3216040000,=-14.95775920410381,=1.1803862052083816,=0,2025-05-19,=3533,=0,=3427,=-0.03621294851069141,=3753,=162
="603077",和邦生物,磷肥,=15719625405.84,=1107.8402003800857,=0.8682589150623262,=0.01021071029722944,2025-05-19,=3534,=0,=3884,=-0.0033103018717958216,=3297,=326
="600399",抚顺特钢,特钢,=10333804000,=-80.66665990658805,=1.6586021151834913,=0.003435114503816794,2025-05-19,=3535,=0,=3779,=-0.008694530751306365,=3402,=302
="000016",深康佳Ａ,冰箱,=12858428478.72,=-4.778950829115731,=5.430403629540901,=0,2025-05-19,=3536,=0,=3213,=-0.09368054912185093,=3968,=304
="000002",万科Ａ,房地产开发,=81128824402.8,=-1.465406636759141,=0.4123889941247737,=0,2025-05-19,=3537,=0,=3209,=-0.0966968395843706,=3972,=12724
="600227",赤天化,氮肥,=3951622782.8999996,=-42.700507588065314,=1.5808761914808451,=0,2025-05-19,=3538,=0,=3761,=-0.01031562413132112,=3426,=121
="300869",康泰医学,医疗器械,=5661403945.93,=-86.01508679823854,=3.0695494842430135,=0.017743080198722498,2025-05-19,=3539,=0,=3674,=-0.015166816111973529,=3514,=222
="300053",航宇微,集成电路,=8696991551.04,=-28.975373946821016,=4.898911133077642,=0,2025-05-19,=3540,=0,=3484,=-0.030816974258248104,=3706,=295
="300397",天和防务,地面兵装,=6309991921.55,=-44.19217976251765,=4.231327749732697,=0,2025-05-19,=3541,=0,=3580,=-0.02246817182292245,=3611,=260
="688027",国盾量子,终端设备,=25010652393.15,=-2343.166292370996,=7.768648054872947,=0,2025-05-19,=3542,=0,=3961,=-0.0009855531954231118,=3231,=161
="600490",鹏欣资源,铜,=9603929922.86,=-561.2616160852535,=1.5484077650963373,=0,2025-05-19,=3543,=0,=3791,=-0.008642090500197427,=3401,=177
="300071",福石控股,营销服务,=4848338210.08,=-35.216243449295014,=35.843623597884246,=0,2025-05-19,=3544,=0,=3491,=-0.030751543709112837,=3702,=99
="601777",千里科技,乘用车,=39423992619.12,=883.5185464664978,=3.7216264097057077,=0,2025-05-19,=3545,=0,=3871,=-0.0045552609106698835,=3323,=188
="300098",高新兴,通信传输设备,=8862689602.5,=-35.94391729426614,=3.3469282995414242,=0,2025-05-19,=3546,=0,=3505,=-0.02963593616077845,=3692,=383
="300884",狄耐克,计算机设备,=3226596442.2000003,=-193.49447669389264,=2.5533058980393846,=0.00766352298558299,2025-05-19,=3547,=0,=3676,=-0.015497835171689163,=3522,=82
="300438",鹏辉能源,储能设备,=12180909312,=-38.81794971037104,=2.4150378993642603,=0,2025-05-19,=3548,=0,=3590,=-0.02245391192447578,=3610,=510
="000980",众泰汽车,汽车零部件,=11295306935.36,=-11.534054563773575,=85.70219890282011,=0,2025-05-19,=3549,=0,=3292,=-0.06825609106941583,=3910,=181
="002102",能特科技,化学原料药,=7871415665.1,=-18.3960355813592,=2.3235968570794023,=0,2025-05-19,=3550,=0,=3310,=-0.06395581216375598,=3894,=143
="300287",飞利信,IT服务,=7879653205.92,=-37.952226793531516,=6.862789320165859,=0,2025-05-19,=3551,=0,=3541,=-0.02713853741520591,=3664,=309
="603955",大千生态,园林工程,=4744771200,=208.95078220941164,=3.0312995305965087,=0.0014302059496567505,2025-05-19,=3552,=0,=3940,=-0.0019652943277475273,=3266,=80
="300006",莱美药业,化学制剂,=3737925665.7,=-38.533551940163235,=2.007996637498177,=0,2025-05-19,=3553,=0,=3472,=-0.033922629059889665,=3735,=152
="603126",中材节能,环保工程及服务,=3833940000,=-139.52423529132616,=1.8849418141878083,=0.0007961783439490446,2025-05-19,=3554,=0,=3889,=-0.00444719159006285,=3321,=228
="300299",富春股份,互联网信息服务,=4217733519.3500004,=-37.404569370779654,=9.408070192951927,=0,2025-05-19,=3555,=0,=3548,=-0.02679983143266543,=3662,=197
="300624",万兴科技,软件开发,=11721981324.12,=-52.820782171676974,=10.68732404190987,=0,2025-05-19,=3556,=0,=3635,=-0.020059378123936936,=3576,=395
="603991",至正股份,其他塑料制品,=4431850981.08,=-112.9319849368333,=20.761950124802162,=0,2025-05-19,=3557,=0,=3946,=-0.0021434464364710106,=3268,=112
="600516",方大炭素,非金属新材料,=19042839840.640003,=878.4488316961288,=1.1776080899719101,=0.010904514510322169,2025-05-19,=3558,=0,=3796,=-0.010016427647458115,=3420,=1228
="300377",赢时胜,软件开发,=18166764505.2,=-44.861116571735955,=7.278938229557714,=0,2025-05-19,=3559,=0,=3575,=-0.02475176530994761,=3641,=3148
="000665",湖北广电,有线电视网络,=5776719434.6,=-7.176814597180556,=1.3463550312671346,=0,2025-05-19,=3560,=0,=3257,=-0.09001108837865016,=3959,=247
="002645",华宏科技,楼宇设备,=4867387342.83,=-16.40525724047156,=1.4959389996761008,=0,2025-05-19,=3561,=0,=3420,=-0.042562232004789514,=3798,=247
="301487",盟固利,其他化学制品,=8709731500.1,=-88.61316818741284,=4.688175671064932,=0,2025-05-19,=3562,=0,=3729,=-0.014169839039724687,=3491,=16
="603997",继峰股份,汽车零部件,=17801031948.46,=-36.97494163092932,=3.6847515476635615,=0,2025-05-19,=3563,=0,=3947,=-0.0024045701288467982,=3278,=294
="300528",幸福蓝海,影视动漫,=3383281130.32,=-25.864482355157538,=5.610570726297498,=0,2025-05-19,=3564,=0,=3614,=-0.022664363394366217,=3613,=100
="002323",雅博股份,其他专业工程,=3287325470.1,=-16.395119662100264,=8.416638419227194,=0,2025-05-19,=3565,=0,=3362,=-0.055895562859481204,=3865,=107
="002163",海南发展,装修装饰,=7266637656.2,=-19.928650929279126,=6.881574900475338,=0,2025-05-19,=3566,=0,=3326,=-0.06660979408525876,=3904,=210
="603255",鼎际得,其他化学制品,=3435289741.84,=-174.30265622657294,=2.175567832429781,=0,2025-05-19,=3567,=0,=3898,=-0.005048841310004121,=3334,=18
="600419",天润乳业,乳品,=3163479630.48,=-92.53268640513069,=1.3645494497022617,=0.002125506072874494,2025-05-19,=3568,=0,=3784,=-0.011694029616102716,=3448,=731
="000151",中成股份,贸易,=4827775117.68,=-16.331818573473484,=14.211260533266598,=0,2025-05-19,=3569,=0,=3222,=-0.11621946435761682,=4010,=126
="300366",创意信息,软件开发,=4593275694,=-59.84071202238745,=2.580215984179328,=0,2025-05-19,=3570,=0,=3570,=-0.026931567466572912,=3663,=255
="603703",盛洋科技,通信传输设备,=4631200459.2,=-134.4193866219229,=5.726243366045958,=0,2025-05-19,=3571,=0,=3922,=-0.004030285319317884,=3313,=95
="002786",银宝山新,其它专用机械,=4624059960,=-17.799216402738324,=21.18832598861573,=0,2025-05-19,=3572,=0,=3444,=-0.04180959466669009,=3791,=206
="000793",ST华闻,平面媒体,=5572314825.03,=-7.912089319462651,=30.031903025274346,=0,2025-05-19,=3573,=0,=3273,=-0.09107026887034132,=3962,=168
="000981",山子高科,汽车零部件,=21294612991.44,=-10.101217946137332,=17.98398251066073,=0,2025-05-19,=3574,=0,=3293,=-0.0769334330229039,=3943,=139
="000011",深物业A,房地产开发,=5190977891.320001,=-4.675618215935954,=1.5420018425957842,=0,2025-05-19,=3575,=0,=3212,=-0.1267733897027844,=4024,=530
="000892",欢瑞世纪,影视动漫,=3560959116.99,=-13.692811550511722,=4.066861130632306,=0,2025-05-19,=3576,=0,=3287,=-0.08450212397945563,=3952,=121
="000430",ST张家界,自然景点,=3076614413.6,=-5.427493240248138,=11.897693270597832,=0,2025-05-19,=3577,=0,=3226,=-0.11949741625344373,=4013,=132
="300036",超图软件,软件开发,=7090911618.63,=-32.25637203039912,=2.7220640499704007,=0,2025-05-19,=3578,=0,=3478,=-0.03755080162675675,=3764,=559
="300420",五洋自控,其它通用机械,=4119455340.09,=-48.30973368470725,=1.7845345668333443,=0,2025-05-19,=3579,=0,=3582,=-0.026731301605139115,=3661,=151
="688071",华依科技,其它专用机械,=3222009512,=-94.5224909765318,=2.97258962349708,=0,2025-05-19,=3580,=0,=3975,=-0.0021649144293553802,=3269,=55
="301217",铜冠铜箔,储能设备,=8688082901.12,=-70.1239989284884,=1.6130802580986743,=0,2025-05-19,=3581,=0,=3710,=-0.01651237699199404,=3534,=52
="002624",完美世界,移动互联网服务,=24850995255.24,=-26.005597439582843,=3.509725886748875,=0.01795472287275566,2025-05-19,=3582,=0,=3414,=-0.04816646196439754,=3830,=2468
="603322",超讯通信,通信配套服务,=5296492213.559999,=-156.282282999968,=19.03096276821022,=0,2025-05-19,=3583,=0,=3902,=-0.005391880108607101,=3344,=209
="600266",城建发展,房地产开发,=9216301171.08,=-15.951514607187923,=0.4865697559741276,=0.011261261261261262,2025-05-19,=3584,=0,=3765,=-0.01367771667329254,=3482,=376
="000059",华锦股份,石油加工,=8477045446.099999,=-3.216335921105485,=0.7605426812828155,=0.0033962264150943396,2025-05-19,=3585,=0,=3217,=-0.13366244657029702,=4030,=416
="603858",步长制药,中药,=17917890849,=-49.69566337628874,=1.710533229100643,=0,2025-05-19,=3586,=0,=3933,=-0.004208852495779041,=3316,=912
="603011",合锻智能,其它专用机械,=6358169659.82,=-73.03869160867217,=2.949000367925056,=0,2025-05-19,=3587,=0,=3877,=-0.007021496112936349,=3372,=120
="688152",麒麟信安,软件开发,=4373144010.059999,=2861.0634130649396,=3.5340217450434075,=0,2025-05-19,=3588,=0,=3992,=-0.0017170004754290741,=3258,=49
="688244",永信至诚,软件开发,=3738704511.15,=835.6785168830908,=3.727245070091289,=0.0013672409078479629,2025-05-19,=3589,=0,=4018,=-0.0010366852091900456,=3233,=35
="000006",深振业Ａ,房地产开发,=9395965520.16,=-5.993457360865899,=1.7471635615764243,=0,2025-05-19,=3590,=0,=3210,=-0.1435086758494094,=4042,=440
="300261",雅本化学,农药,=6858763433.52,=-30.4993120521279,=3.4441676127034424,=0.007022471975721854,2025-05-19,=3591,=0,=3537,=-0.03199542849186563,=3717,=165
="002214",*ST大立,其他电子,=5632836589,=-15.136634782806288,=3.828547540658526,=0,2025-05-19,=3592,=0,=3338,=-0.06927230834914487,=3916,=538
="000802",北京文化,影视动漫,=3228710150.0499997,=-8.972799145227055,=3.7246409099603563,=0,2025-05-19,=3593,=0,=3277,=-0.09876010389877687,=3977,=228
="300730",科创信息,软件开发,=3016648226.97,=-41.546317294754644,=10.62858685542955,=0,2025-05-19,=3594,=0,=3656,=-0.021643168270925564,=3600,=121
="300619",金银河,其它专用机械,=3395670254.67,=-25.6945020560965,=2.26742259522735,=0,2025-05-19,=3595,=0,=3634,=-0.023356036677661552,=3622,=111
="000903",云内动力,汽车零部件,=7019169022.8,=-5.692508741407542,=4.34988628794772,=0,2025-05-19,=3596,=0,=3289,=-0.0943111345686714,=3969,=177
="600708",光明地产,房地产开发,=7488219456.48,=-6.473543048322657,=0.7773568989369829,=0,2025-05-19,=3597,=0,=3822,=-0.010734441253988104,=3437,=699
="301337",亚华电子,软件开发,=3090572000,=-127.83721268836987,=2.8187914257603928,=0.0033715441672285905,2025-05-19,=3598,=0,=3722,=-0.01657331814575913,=3537,=14
="003029",吉大正元,软件开发,=3976959462.58,=-26.00289699273333,=3.5463661370583752,=0,2025-05-19,=3599,=0,=3471,=-0.041412115840277784,=3789,=109
="605366",宏柏新材,其他化学制品,=3886174363.32,=-89.2113076415836,=1.9688115513232738,=0,2025-05-19,=3600,=0,=3955,=-0.003677814951139982,=3306,=107
="301150",中一科技,储能设备,=3645989926.2599998,=-97.92796967684002,=1.0381375826879438,=0,2025-05-19,=3601,=0,=3704,=-0.01818903081197056,=3557,=43
="002189",中光学,光学元件,=5223985460,=-12.203497712522273,=8.07170151348162,=0,2025-05-19,=3602,=0,=3334,=-0.0713097399168566,=3927,=262
="603068",博通集成,集成电路,=4912879389.559999,=-519.9761680975093,=2.9073511165294463,=0,2025-05-19,=3603,=0,=3882,=-0.007664161123792534,=3380,=385
="301228",实朴检测,综合,=3103200000,=-53.8475293463569,=4.352117545006508,=0,2025-05-19,=3604,=0,=3711,=-0.01798381569447931,=3554,=29
="600712",南宁百货,百货,=3126321766.4,=-77.3235739492082,=3.956975750725837,=0,2025-05-19,=3605,=0,=3823,=-0.01152132953470211,=3445,=103
="000822",山东海化,纯碱,=5218385928.58,=-28.525920185097554,=1.016488556008706,=0,2025-05-19,=3606,=0,=3281,=-0.10059965382672384,=3987,=290
="000402",金融街,房地产开发,=8518450234.950003,=-0.7615946044859117,=0.34767748534276227,=0,2025-05-19,=3607,=0,=3224,=-0.1480699091061612,=4044,=1003
="002405",四维图新,软件开发,=20018138130.16,=-18.583134888390052,=2.320282885945269,=0,2025-05-19,=3608,=0,=3376,=-0.06378522174247891,=3893,=3923
="000736",*ST中地,房地产开发,=3317116900.44,=-0.608275621705588,=-0.8146182950645797,=0,2025-05-19,=3609,=0,=3268,=-0.11065148417125899,=4001,=226
="688108",赛诺医疗,医疗器械,=4064272480,=2064.629377137388,=4.668494634246251,=0,2025-05-19,=3610,=0,=3982,=-0.002866676546534304,=3288,=134
="688151",华强科技,医疗器械,=6101095000,=594.3872441281184,=1.4520089762268433,=0.003325804630152456,2025-05-19,=3611,=0,=3991,=-0.002540611390961475,=3281,=50
="600446",金证股份,IT服务,=14714576327.75,=-67.47634309543812,=4.1417977957400325,=0,2025-05-19,=3612,=0,=3787,=-0.01372228587819458,=3485,=369
="300894",火星人,小家电,=5324845689.320001,=-66.64935889306639,=4.2140642620688,=0,2025-05-19,=3613,=0,=3678,=-0.02141900506899865,=3594,=289
